kode_koridor,koridor,layanan,n_halte,warna,koridor_id,api_url,tanggal
D31,Cinere - Kuningan,Royaltrans,38,8BBD62,idjkb_D31,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_D31&transportType=transjakarta,2020-04-13
DA1,Stasiun MRT Dukuh Atas - Sam Ratulangi,Transjakarta,29,8CFF40,idjkb_DA1,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_DA1&transportType=transjakarta,2020-04-13
DA2,Stasiun MRT Dukuh Atas - Tanah Abang,Transjakarta,28,FF73DC,idjkb_DA2,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_DA2&transportType=transjakarta,2020-04-13
DA3,Stasiun MRT Dukuh Atas - Kuningan,Transjakarta,46,4040FF,idjkb_DA3,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_DA3&transportType=transjakarta,2020-04-13
DA4,Stasiun MRT Dukuh Atas - Kota,Transjakarta,59,F7B772,idjkb_DA4,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_DA4&transportType=transjakarta,2020-04-13
L4,PGC 2 - Tosari,Transjakarta,20,43C7CE,idjkb_L4,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_L4&transportType=transjakarta,2020-04-13
L6,Monas - Ragunan,Transjakarta,25,6B823E,idjkb_L6,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_L6&transportType=transjakarta,2020-04-13
L7,Kampung Rambutan - Kampung Melayu,Transjakarta,7,992765,idjkb_L7,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_L7&transportType=transjakarta,2020-04-13
L10,PGC 2 - Tanjung Priok,Transjakarta,17,EF3134,idjkb_L10,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_L10&transportType=transjakarta,2020-04-13
MR1,Blok M - Pakubuwono,Transjakarta,17,4D2D85,idjkb_MR1,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_MR1&transportType=transjakarta,2020-04-13
MR2,Blok M - Kramat Pela,Transjakarta,19,553191,idjkb_MR2,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_MR2&transportType=transjakarta,2020-04-13
MR3,Blok M - Wijaya,Transjakarta,23,633AAB,idjkb_MR3,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_MR3&transportType=transjakarta,2020-04-13
MR5,Stasiun MRT Blok A - Radio Dalam,Transjakarta,19,7243C4,idjkb_MR5,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_MR5&transportType=transjakarta,2020-04-13
MR8,Stasiun MRT Blok A - Pangeran Antasari,Transjakarta,31,8950EB,idjkb_MR8,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_MR8&transportType=transjakarta,2020-04-13
MR9,South Quarter - Lebak Bulus,Transjakarta,20,9054F7,idjkb_MR9,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_MR9&transportType=transjakarta,2020-04-13
S11,BSD Serpong - Jelambar,Transjakarta,49,0FA8D4,idjkb_S11,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_S11&transportType=transjakarta,2020-04-13
S21,Ciputat - Tosari,Transjakarta,65,D8B527,idjkb_S21,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_S21&transportType=transjakarta,2020-04-13
S22,Ciputat - Kampung Rambutan,Transjakarta,39,DB8B29,idjkb_S22,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_S22&transportType=transjakarta,2020-04-13
1Q,Blok M - Rempoa,Transjakarta,49,FF9411,idjkb_S23,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_S23&transportType=transjakarta,2020-04-13
S41,Pondok Cabe - Tanah Abang,Transjakarta,122,DBA460,idjkb_S41,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_S41&transportType=transjakarta,2020-04-13
T11,Poris Plawad - Bundaran Senayan,Transjakarta,55,8F4B98,idjkb_T11,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_T11&transportType=transjakarta,2020-04-13
T12,Poris Plawad - Juanda,Transjakarta,52,C3378D,idjkb_T12,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_T12&transportType=transjakarta,2020-04-13
1K,Cibubur - Blok M,Royaltrans,14,FF4271,idjkb_1K,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_1K&transportType=transjakarta,2020-04-13
1T,Cibubur - Kota,Royaltrans,47,BF5871,idjkb_1T,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_1T&transportType=transjakarta,2020-04-13
1U,TMII - Balai Kota,Royaltrans,31,F87292,idjkb_1U,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_1U&transportType=transjakarta,2020-04-13
6P,Cibubur - Kuningan,Royaltrans,27,BFFFAF,idjkb_6P_royaltrans,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_6P_royaltrans&transportType=transjakarta,2020-04-13
B13,Summarecon Bekasi - Blok M,Royaltrans,19,FF873D,idjkb_B13,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_B13&transportType=transjakarta,2020-04-13
B14,Summarecon Bekasi - Kuningan,Royaltrans,20,D14274,idjkb_B14,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_B14&transportType=transjakarta,2020-04-13
B15,Jatibening - Blok M,Royaltrans,13,FF7017,idjkb_B15,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_B15&transportType=transjakarta,2020-04-13
B16,Jatibening - Kuningan,Royaltrans,25,D12460,idjkb_B16_royaltrans,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_B16_royaltrans&transportType=transjakarta,2020-04-13
B23,Bekasi Timur - Manggarai,Royaltrans,47,7ECDBC,idjkb_B23,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_B23&transportType=transjakarta,2020-04-13
B24,Bekasi Timur - Kalideres,Royaltrans,32,7ECDBC,idjkb_B24,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_B24&transportType=transjakarta,2020-04-13
S12,BSD Serpong - Stasiun MRT Fatmawati,Royaltrans,14,46B5D4,idjkb_S12_royaltrans,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_S12_royaltrans&transportType=transjakarta,2020-04-13
S31,Bintaro - Stasiun MRT Fatmawati,Royaltrans,6,D6BF60,idjkb_S31,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_S31&transportType=transjakarta,2020-04-13
BW1,Bus wisata History of Jakarta,Bus Wisata TJ,11,264798,idjkb_BW1,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_BW1&transportType=transjakarta,2020-04-13
BW2,Bus wisata Jakarta Modern,Bus Wisata TJ,12,264798,idjkb_BW2,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_BW2&transportType=transjakarta,2020-04-13
BW3,Bus wisata Art & Culinary,Bus Wisata TJ,12,264798,idjkb_BW3,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_BW3&transportType=transjakarta,2020-04-13
BW4,Bus wisata Jakarta Skyscrapers,Bus Wisata TJ,23,264798,idjkb_BW4,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_BW4&transportType=transjakarta,2020-04-13
BW5,Bus wisata RPTRA Kalijodo,Bus Wisata TJ,8,264798,idjkb_BW5,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_BW5&transportType=transjakarta,2020-04-13
BW6,Bus wisata Makam Mbah Priok,Bus Wisata TJ,14,264798,idjkb_BW6,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_BW6&transportType=transjakarta,2020-04-13
BW7,Bus wisata Jakarta Shopping,Bus Wisata TJ,15,264798,idjkb_BW7,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_BW7&transportType=transjakarta,2020-04-13
GR1,Harmoni - Bundaran Senayan,Bus Gratis TJ,39,449F98,idjkb_GR1,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_GR1&transportType=transjakarta,2020-04-13
GR2,Tanah Abang Explorer,Bus Gratis TJ,7,1D4B99,idjkb_GR2,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_GR2&transportType=transjakarta,2020-04-13
JAK.01,Tanjung Priok - Plumpang,Jak Lingko,58,00B0EC,idjkb_JAK-1,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-1&transportType=transjakarta,2020-04-13
JAK.02,Kampung Melayu - Duren Sawit,Jak Lingko,69,00B0EC,idjkb_OK-2,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-2&transportType=transjakarta,2020-04-13
JAK.03,Pondok Labu - Lebak Bulus,Jak Lingko,50,00B0EC,idjkb_OK-3,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-3&transportType=transjakarta,2020-04-13
JAK.04,Grogol - Tubagus Angke,Jak Lingko,23,00B0EC,idjkb_OK-4,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-4&transportType=transjakarta,2020-04-13
JAK.05,Semper - Rorotan,Jak Lingko,78,00B0EC,idjkb_OK-5,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-5&transportType=transjakarta,2020-04-13
JAK.06,Kampung Rambutan - Pondok Gede,Jak Lingko,96,00B0EC,idjkb_OK-6,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-6&transportType=transjakarta,2020-04-13
JAK.07,Tanah Abang - Grogol,Jak Lingko,81,00B0EC,idjkb_JAK-7,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-7&transportType=transjakarta,2020-04-13
JAK.08,Roxy - Bendungan Hilir,Jak Lingko,64,00B0EC,idjkb_JAK-8,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-8&transportType=transjakarta,2020-04-13
JAK.09,Roxy Mas - Karet,Jak Lingko,45,00B0EC,idjkb_JAK.09,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.09&transportType=transjakarta,2020-04-13
JAK.10,Tanah Abang - Kota,Jak Lingko,73,00B0EC,idjkb_JAK-10,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-10&transportType=transjakarta,2020-04-13
JAK.11,Tanah Abang - Kebayoran Lama,Jak Lingko,86,00B0EC,idjkb_JAK-11,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-11&transportType=transjakarta,2020-04-13
JAK.12,Tanah Abang - Pos Pengumben - Kebayoran Lama,Jak Lingko,102,00B0EC,idjkb_JAK-12,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-12&transportType=transjakarta,2020-04-13
JAK.13,Tanah Abang - Kota Intan,Jak Lingko,80,00B0EC,idjkb_JAK.13,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.13&transportType=transjakarta,2020-04-13
JAK.14,Tanah Abang - Meruya,Jak Lingko,113,00B0EC,idjkb_JAK-14,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-14&transportType=transjakarta,2020-04-13
JAK.15,Tanjung Priok - Bulak Turi,Jak Lingko,65,00B0EC,idjkb_OK-15,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-15&transportType=transjakarta,2020-04-13
JAK.16,Cililitan - Condet,Jak Lingko,57,00B0EC,idjkb_OK-16,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-16&transportType=transjakarta,2020-04-13
JAK.17,Pulo Gadung - Senen,Jak Lingko,94,00B0EC,idjkb_OK-17,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-17&transportType=transjakarta,2020-04-13
JAK.18,Stasiun Duren Kalibata - Kuningan,Jak Lingko,110,00B0EC,idjkb_OK-18,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-18&transportType=transjakarta,2020-04-13
JAK.19,Pinang Ranti - Setu,Jak Lingko,94,00B0EC,idjkb_OK-19,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-19&transportType=transjakarta,2020-04-13
JAK.20,Lubang Buaya - Cawang UKI,Jak Lingko,68,00B0EC,idjkb_OK-20,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-20&transportType=transjakarta,2020-04-13
JAK.21,PGC - Dwikora,Jak Lingko,34,00B0EC,idjkb_OK-21,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-21&transportType=transjakarta,2020-04-13
JAK.22,Penas Kalimalang - Dwikora,Jak Lingko,28,00B0EC,idjkb_OK-22,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-22&transportType=transjakarta,2020-04-13
JAK.24,Senen - Kelapa Gading - Pulo Gadung,Jak Lingko,95,00B0EC,idjkb_JAK-24,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-24&transportType=transjakarta,2020-04-13
JAK.25,Kalisari - Pasar Rebo,Jak Lingko,89,00B0EC,idjkb_OK-25,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-25&transportType=transjakarta,2020-04-13
JAK.26,Duren Sawit - Rawamangun,Jak Lingko,94,00B0EC,idjkb_OK-26,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-26&transportType=transjakarta,2020-04-13
JAK.27,Rorotan - Pulo Gebang,Jak Lingko,52,00B0EC,idjkb_OK-27,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-27&transportType=transjakarta,2020-04-13
JAK.28,Pasar Rebo - Taman Wiladatika,Jak Lingko,70,00B0EC,idjkb_OK-28,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-28&transportType=transjakarta,2020-04-13
JAK.29,Tanjung Priok - Rusun Sukapura,Jak Lingko,80,00B0EC,idjkb_OK-29,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-29&transportType=transjakarta,2020-04-13
JAK.30,Grogol - Meruya,Jak Lingko,62,00B0EC,idjkb_OK-30,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-30&transportType=transjakarta,2020-04-13
JAK.31,Pondok Labu - Blok M,Jak Lingko,110,00B0EC,idjkb_OK-31,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-31&transportType=transjakarta,2020-04-13
JAK.32,Petukangan - Lebak Bulus,Jak Lingko,47,00B0EC,idjkb_OK-32,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-32&transportType=transjakarta,2020-04-13
JAK.33,Pulo Gadung - Kota,Jak Lingko,127,00B0EC,idjkb_OK-33,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_OK-33&transportType=transjakarta,2020-04-13
JAK.34,Rawamangun - Klender,Jak Lingko,73,00B0EC,idjkb_JAK-34,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-34&transportType=transjakarta,2020-04-13
JAK.35,Rawamangun - Pangkalan Jati,Jak Lingko,54,00B0EC,idjkb_JAK.35,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.35&transportType=transjakarta,2020-04-13
JAK.36,Cilangkap - Cililitan,Jak Lingko,87,00B0EC,idjkb_JAK-36,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-36&transportType=transjakarta,2020-04-13
JAK.37,Cililitan - Condet,Jak Lingko,52,00B0EC,idjkb_JAK-37,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-37&transportType=transjakarta,2020-04-13
JAK.38,Bulak Ringin - Kampung Rambutan,Jak Lingko,76,00B0EC,idjkb_JAK-38,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-38&transportType=transjakarta,2020-04-13
JAK.39,Duren Sawit - Kalimalang,Jak Lingko,65,00B0EC,idjkb_JAK-39,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-39&transportType=transjakarta,2020-04-13
JAK.40,Pulogebang - Taman Harapan Baru,Jak Lingko,60,00B0EC,idjkb_JAK-40,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-40&transportType=transjakarta,2020-04-13
JAK.41,Kampung Melayu - Pulo Gadung,Jak Lingko,82,00B0EC,idjkb_JAK.41,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.41&transportType=transjakarta,2020-04-13
JAK.42,Kampung Melayu - Pondok Kelapa,Jak Lingko,90,00B0EC,idjkb_JAK.42,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.42&transportType=transjakarta,2020-04-13
JAK.43,Tongtek - Cililitan,Jak Lingko,62,00B0EC,idjkb_JAK.43,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.43&transportType=transjakarta,2020-04-13
JAK.44,Andara - Lenteng Agung,Jak Lingko,54,00B0EC,idjkb_JAK-44,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-44&transportType=transjakarta,2020-04-13
JAK.45,Ragunan - Lebak Bulus,Jak Lingko,72,00B0EC,idjkb_JAK-45,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-45&transportType=transjakarta,2020-04-13
JAK.47,Terminal Pasar Minggu - Ciganjur,Jak Lingko,70,00B0EC,idjkb_JAK-47,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-47&transportType=transjakarta,2020-04-13
JAK.49,Lebak Bulus - Cipulir,Jak Lingko,74,00B0EC,idjkb_JAK.49,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.49&transportType=transjakarta,2020-04-13
JAK.50,Kalideres - Puri Kembangan,Jak Lingko,100,00B0EC,idjkb_JAK-50,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-50&transportType=transjakarta,2020-04-13
JAK.51,Taman Kota - Budi Luhur,Jak Lingko,92,00B0EC,idjkb_JAK-51,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-51&transportType=transjakarta,2020-04-13
JAK.52,Kalideres - Muara Angke,Jak Lingko,81,00B0EC,idjkb_JAK.52,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.52&transportType=transjakarta,2020-04-13
JAK.54,Grogol - Benhil,Jak Lingko,74,00B0EC,idjkb_JAK.54,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.54&transportType=transjakarta,2020-04-13
JAK.56,Grogol - Srengseng,Jak Lingko,113,00B0EC,idjkb_JAK-56,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-56&transportType=transjakarta,2020-04-13
JAK.58,Cilincing - Rorotan,Jak Lingko,71,00B0EC,idjkb_JAK-58,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-58&transportType=transjakarta,2020-04-13
JAK.59,Rawamangun - Rawa Sengon,Jak Lingko,50,00B0EC,idjkb_JAK-59,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-59&transportType=transjakarta,2020-04-13
JAK.60,Kelapa Gading - Sunter Kemayoran,Jak Lingko,85,00B0EC,idjkb_JAK-60,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-60&transportType=transjakarta,2020-04-13
JAK.61,Pulo Gadung - Cempaka Putih,Jak Lingko,54,00B0EC,idjkb_JAK-61,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-61&transportType=transjakarta,2020-04-13
JAK.64,Lenteng Agung - Aselih,Jak Lingko,49,00B0EC,idjkb_JAK-64,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-64&transportType=transjakarta,2020-04-13
JAK.71,Kampung Rambutan - Pinang Ranti,Jak Lingko,43,00B0EC,idjkb_JAK.71,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.71&transportType=transjakarta,2020-04-13
JAK.72,Kampung Rambutan - Pasar Rebo,Jak Lingko,91,00B0EC,idjkb_JAK-72,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-72&transportType=transjakarta,2020-04-13
JAK.73,Jambore Cibubur - Pasar Rebo,Jak Lingko,77,00B0EC,idjkb_JAK.73,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.73&transportType=transjakarta,2020-04-13
JAK.74,Terminal Rawamangun - Cipinang Muara,Jak Lingko,41,00B0EC,idjkb_JAK.74,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.74&transportType=transjakarta,2020-04-13
JAK.75,Kampung Pulo - Halim,Jak Lingko,55,00B0EC,idjkb_JAK-75,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-75&transportType=transjakarta,2020-04-13
JAK.77,Tanjung Priok - Jembatan Hitam,Jak Lingko,48,00B0EC,idjkb_JAK-77,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK-77&transportType=transjakarta,2020-04-13
JAK.80,Rawa Buaya - Rawa Kompeni,Jak Lingko,60,00B0EC,idjkb_JAK.80,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.80&transportType=transjakarta,2020-04-13
JAK.84,Kampung Melayu - Kapin Raya,Jak Lingko,74,00B0EC,idjkb_JAK.84,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.84&transportType=transjakarta,2020-04-13
JAK.85,Bintara - Cipinang Indah,Jak Lingko,82,00B0EC,idjkb_JAK.85,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.85&transportType=transjakarta,2020-04-13
JAK.112,Pulo Gadung - Tanah Merah,Jak Lingko,58,00B0EC,idjkb_JAK.112,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.112&transportType=transjakarta,2020-04-13
JAK.117,Terminal Tanjung Priok - Terminal Tanah Merdeka,Jak Lingko,54,00B0EC,idjkb_JAK.117,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_JAK.117&transportType=transjakarta,2020-04-13
10E,Tanjung Priok - Pulo Gebang,Transjakarta,4,0FABE8,idjkb_10E,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_10E&transportType=transjakarta,2020-04-13
11E,Lebak Bulus - Pulo Gebang,Transjakarta,8,0FABE8,idjkb_11E,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_11E&transportType=transjakarta,2020-04-13
11F,Pasar Minggu - Pulo Gebang,Transjakarta,13,0FABE8,idjkb_11F,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_11F&transportType=transjakarta,2020-04-13
11H,Pinang Ranti - Pulo Gebang,Transjakarta,16,0FABE8,idjkb_11H,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_11H&transportType=transjakarta,2020-04-13
2C,Monas - JIEXPO Kemayoran,Transjakarta,11,DC5E28,idjkb_2C,https://www.trafi.com/api/schedules/jakarta/schedule?scheduleId=idjkb_2C&transportType=transjakarta,2020-04-13
